SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,36,001,New York,Albany County,1,0,314838,153136,161702,115904,121466,21283,23557,525,532,10612,11208,126,121,4686,4818,120140,125726,24066,26627,1222,1292,12356,12845,295,318,142584,150678,108813,114239,19006,21053,225,243,10497,11085,72,74,3971,3984,112383,117725,21214,23427,772,848,12192,12664,205,235,10552,11024,7091,7227,2277,2504,300,289,115,123,54,47,715,834,7757,8001,2852,3200,450,444,164,181,90,83
050,36,001,New York,Albany County,1,1,15336,7837,7499,4989,4700,1484,1443,36,36,742,677,15,14,571,629,5540,5314,1847,1853,68,73,940,886,24,22,6935,6572,4482,4203,1214,1192,12,12,725,662,9,9,493,494,4960,4687,1510,1485,30,30,919,862,14,12,902,927,507,497,270,251,24,24,17,15,6,5,78,135,580,627,337,368,38,43,21,24,10,10
050,36,001,New York,Albany County,1,2,16357,8470,7887,5307,4925,1587,1566,47,24,861,719,18,18,650,635,5933,5540,2004,1995,89,54,1085,922,28,28,7542,6983,4750,4417,1380,1329,9,8,845,693,9,14,549,522,5280,4925,1712,1660,35,25,1063,889,17,20,928,904,557,508,207,237,38,16,16,26,9,4,101,113,653,615,292,335,54,29,22,33,11,8
050,36,001,New York,Albany County,1,3,16357,8397,7960,5399,5116,1681,1596,44,26,647,666,7,6,619,550,5992,5635,2090,1973,87,62,863,842,15,17,7524,7119,4875,4625,1463,1370,15,9,637,659,5,2,529,454,5381,5051,1791,1662,44,31,850,830,12,11,873,841,524,491,218,226,29,17,10,7,2,4,90,96,611,584,299,311,43,31,13,12,3,6
050,36,001,New York,Albany County,1,4,22381,10901,11480,7617,7853,1868,2078,34,34,830,934,14,8,538,573,8112,8381,2219,2465,85,90,1019,1121,30,26,9834,10400,6911,7172,1623,1808,18,11,814,923,10,5,458,481,7336,7617,1905,2114,52,47,998,1106,20,21,1067,1080,706,681,245,270,16,23,16,11,4,3,80,92,776,764,314,351,33,43,21,15,10,5
050,36,001,New York,Albany County,1,5,32020,15670,16350,11388,11531,2329,2692,42,70,1227,1524,15,7,669,526,11999,12007,2772,3052,129,147,1453,1689,34,26,14278,14909,10504,10556,1982,2369,20,25,1217,1510,9,2,546,447,11003,10963,2323,2662,77,83,1437,1673,24,17,1392,1441,884,975,347,323,22,45,10,14,6,5,123,79,996,1044,449,390,52,64,16,16,10,9
050,36,001,New York,Albany County,1,6,21787,10905,10882,7681,7571,2021,2014,46,39,782,874,10,10,365,374,8011,7911,2236,2246,97,93,915,1003,30,25,9982,9891,7064,6893,1815,1801,13,16,776,867,7,8,307,306,7342,7169,1988,1978,49,53,905,989,23,20,923,991,617,678,206,213,33,23,6,7,3,2,58,68,669,742,248,268,48,40,10,14,7,5
050,36,001,New York,Albany County,1,7,19853,9948,9905,7308,7005,1512,1643,31,41,835,916,8,9,254,291,7531,7269,1625,1807,71,87,965,1031,24,23,9080,9072,6657,6445,1362,1453,14,15,824,909,4,7,219,243,6846,6664,1452,1580,46,48,951,1022,17,19,868,833,651,560,150,190,17,26,11,7,4,2,35,48,685,605,173,227,25,39,14,9,7,4
050,36,001,New York,Albany County,1,8,19878,9862,10016,7453,7212,1267,1545,25,27,902,980,6,11,209,241,7635,7415,1372,1675,59,69,995,1088,19,33,9098,9278,6897,6685,1119,1387,7,13,898,976,5,7,172,210,7044,6861,1197,1492,34,46,988,1083,16,27,764,738,556,527,148,158,18,14,4,4,1,4,37,31,591,554,175,183,25,23,7,5,3,6
050,36,001,New York,Albany County,1,9,17690,8820,8870,6641,6275,1154,1414,20,30,831,919,7,15,167,217,6786,6454,1239,1534,54,67,903,1014,12,33,8160,8259,6160,5869,1033,1271,10,12,823,914,2,7,132,186,6273,6019,1094,1368,34,46,889,1006,7,21,660,611,481,406,121,143,10,18,8,5,5,8,35,31,513,435,145,166,20,21,14,8,5,12
050,36,001,New York,Albany County,1,10,17318,8554,8764,6450,6491,1117,1325,23,27,854,752,5,4,105,165,6534,6614,1167,1429,51,64,905,819,11,12,8076,8213,6077,6107,1048,1214,9,9,852,750,1,2,89,131,6145,6199,1086,1289,35,41,902,812,6,10,478,551,373,384,69,111,14,18,2,2,4,2,16,34,389,415,81,140,16,23,3,7,5,2
050,36,001,New York,Albany County,1,11,19261,9510,9751,7626,7657,1146,1335,48,37,559,553,8,10,123,159,7718,7768,1206,1434,92,94,611,611,19,25,9041,9208,7288,7305,1066,1211,20,19,553,547,4,4,110,122,7368,7383,1115,1280,61,70,604,601,13,18,469,543,338,352,80,124,28,18,6,6,4,6,13,37,350,385,91,154,31,24,7,10,6,7
050,36,001,New York,Albany County,1,12,21398,10456,10942,8614,9023,1229,1287,43,32,445,477,3,4,122,119,8705,9103,1277,1354,95,81,494,517,14,14,10070,10525,8318,8742,1174,1195,20,19,442,472,2,3,114,94,8401,8800,1216,1243,71,64,490,508,13,12,386,417,296,281,55,92,23,13,3,5,1,1,8,25,304,303,61,111,24,17,4,9,1,2
050,36,001,New York,Albany County,1,13,20468,9990,10478,8461,8867,1034,1131,25,29,377,353,7,2,86,96,8528,8932,1069,1186,67,77,414,379,12,8,9689,10139,8251,8628,974,1068,11,18,373,346,3,2,77,77,8309,8675,1003,1108,50,63,410,369,8,7,301,339,210,239,60,63,14,11,4,7,4,0,9,19,219,257,66,78,17,14,4,10,4,1
050,36,001,New York,Albany County,1,14,17766,8424,9342,7342,8122,715,819,18,24,277,284,1,1,71,92,7394,8171,743,869,56,82,306,312,8,10,8208,9037,7190,7879,672,776,13,13,276,281,0,1,57,87,7228,7923,692,824,47,68,301,309,3,9,216,305,152,243,43,43,5,11,1,3,1,0,14,5,166,248,51,45,9,14,5,3,5,1
050,36,001,New York,Albany County,1,15,14592,6707,7885,5895,6864,536,673,18,22,202,258,1,1,55,67,5932,6902,560,715,51,65,221,275,2,6,6562,7680,5796,6695,499,650,14,17,202,257,1,1,50,60,5828,6727,519,687,47,59,219,273,1,5,145,205,99,169,37,23,4,5,0,1,0,0,5,7,104,175,41,28,4,6,2,2,1,1
050,36,001,New York,Albany County,1,16,9207,3996,5211,3541,4589,301,427,11,14,115,140,0,1,28,40,3560,4614,316,449,26,38,121,147,2,7,3912,5080,3473,4492,294,404,9,13,114,140,0,0,22,31,3486,4510,304,421,22,33,120,146,2,3,84,131,68,97,7,23,2,1,1,0,0,1,6,9,74,104,12,28,4,5,1,1,0,4
050,36,001,New York,Albany County,1,17,5997,2420,3577,2140,3170,183,282,7,7,74,93,0,0,16,25,2151,3190,189,296,17,21,79,96,2,2,2364,3511,2101,3120,171,275,5,5,74,91,0,0,13,20,2110,3135,176,286,12,17,79,94,2,2,56,66,39,50,12,7,2,2,0,2,0,0,3,5,41,55,13,10,5,4,0,2,0,0
050,36,001,New York,Albany County,1,18,7172,2269,4903,2052,4495,119,287,7,13,52,89,1,0,38,19,2079,4506,135,295,28,28,67,93,9,1,2229,4802,2019,4406,117,280,6,9,52,88,1,0,34,19,2043,4417,131,288,26,24,67,92,7,1,40,101,33,89,2,7,1,4,0,1,0,0,4,0,36,89,4,7,2,4,0,1,2,0
050,36,001,New York,Albany County,2,0,314024,152787,161237,115521,120900,21317,23623,537,541,10569,11187,133,122,4710,4864,119684,125096,23852,26431,1188,1284,12687,13230,341,362,142190,150189,108412,113691,19025,21098,230,247,10453,11063,79,74,3991,4016,111918,117127,20995,23219,731,809,12504,13027,251,266,10597,11048,7109,7209,2292,2525,307,294,116,124,54,48,719,848,7766,7969,2857,3212,457,475,183,203,90,96
050,36,001,New York,Albany County,2,1,15285,7804,7481,4941,4641,1504,1463,39,39,726,688,19,17,575,633,5491,5248,1825,1831,69,74,975,949,29,32,6900,6545,4439,4153,1231,1209,13,12,712,670,13,9,492,492,4911,4629,1484,1458,31,25,952,916,19,14,904,936,502,488,273,254,26,27,14,18,6,8,83,141,580,619,341,373,38,49,23,33,10,18
050,36,001,New York,Albany County,2,2,16351,8471,7880,5312,4918,1587,1567,46,25,862,719,17,18,647,633,5925,5524,1965,1940,87,64,1137,974,31,30,7547,6974,4759,4412,1373,1327,9,9,845,692,9,15,552,519,5286,4912,1669,1607,35,31,1114,938,18,22,924,906,553,506,214,240,37,16,17,27,8,3,95,114,639,612,296,333,52,33,23,36,13,8
050,36,001,New York,Albany County,2,3,16314,8377,7937,5375,5087,1679,1598,45,27,648,665,9,6,621,554,5950,5598,2050,1946,88,67,912,883,22,19,7497,7097,4847,4596,1461,1374,15,9,638,658,6,2,530,458,5337,5023,1756,1638,42,33,895,869,17,11,880,840,528,491,218,224,30,18,10,7,3,4,91,96,613,575,294,308,46,34,17,14,5,8
050,36,001,New York,Albany County,2,4,22148,10788,11360,7512,7749,1867,2075,35,31,820,919,14,8,540,578,8002,8275,2195,2425,89,87,1047,1154,26,31,9727,10286,6814,7076,1621,1801,18,11,804,908,10,5,460,485,7234,7519,1877,2076,58,48,1023,1133,18,25,1061,1074,698,673,246,274,17,20,16,11,4,3,80,93,768,756,318,349,31,39,24,21,8,6
050,36,001,New York,Albany County,2,5,31860,15591,16269,11329,11441,2314,2691,41,72,1218,1521,16,6,673,538,11937,11923,2711,3023,122,147,1497,1735,38,23,14201,14829,10447,10470,1965,2366,20,26,1209,1507,9,2,551,458,10944,10880,2265,2633,71,79,1482,1713,25,19,1390,1440,882,971,349,325,21,46,9,14,7,4,122,80,993,1043,446,390,51,68,15,22,13,4
050,36,001,New York,Albany County,2,6,21716,10876,10840,7653,7546,2029,2014,44,41,771,852,9,10,370,377,7987,7876,2221,2223,93,95,935,1016,34,30,9951,9843,7034,6862,1824,1801,12,16,764,846,6,8,311,310,7311,7133,1973,1955,45,52,924,1004,31,25,925,997,619,684,205,213,32,25,7,6,3,2,59,67,676,743,248,268,48,43,11,12,3,5
050,36,001,New York,Albany County,2,7,19881,9944,9937,7294,7021,1529,1664,33,39,823,910,7,8,258,295,7517,7278,1623,1815,71,78,978,1052,24,29,9071,9110,6640,6467,1378,1472,15,14,812,904,4,6,222,247,6828,6681,1451,1586,43,40,962,1042,19,23,873,827,654,554,151,192,18,25,11,6,3,2,36,48,689,597,172,229,28,38,16,10,5,6
050,36,001,New York,Albany County,2,8,19878,9897,9981,7471,7189,1282,1536,27,29,897,971,7,11,213,245,7654,7386,1380,1653,59,67,1008,1100,24,37,9131,9238,6907,6663,1139,1376,9,13,893,968,6,7,177,211,7057,6831,1208,1465,34,43,1000,1094,22,30,766,743,564,526,143,160,18,16,4,3,1,4,36,34,597,555,172,188,25,24,8,6,2,7
050,36,001,New York,Albany County,2,9,17801,8875,8926,6685,6324,1161,1424,21,31,830,915,7,15,171,217,6833,6495,1243,1542,52,70,912,1026,18,32,8201,8316,6193,5917,1040,1282,11,14,821,910,2,7,134,186,6307,6062,1095,1373,36,46,900,1020,8,22,674,610,492,407,121,142,10,17,9,5,5,8,37,31,526,433,148,169,16,24,12,6,10,10
050,36,001,New York,Albany County,2,10,17145,8445,8700,6357,6406,1110,1326,24,28,846,769,5,4,103,167,6436,6523,1159,1423,46,67,901,850,11,17,7968,8139,5988,6014,1037,1213,10,8,843,767,1,2,89,135,6053,6104,1076,1288,31,39,897,846,5,10,477,561,369,392,73,113,14,20,3,2,4,2,14,32,383,419,83,135,15,28,4,4,6,7
050,36,001,New York,Albany County,2,11,19173,9486,9687,7593,7591,1144,1337,46,36,572,551,8,10,123,162,7679,7692,1198,1432,88,86,636,624,19,28,9016,9148,7253,7242,1065,1213,19,20,566,545,4,4,109,124,7326,7313,1112,1278,57,57,626,611,15,19,470,539,340,349,79,124,27,16,6,6,4,6,14,38,353,379,86,154,31,29,10,13,4,9
050,36,001,New York,Albany County,2,12,21278,10385,10893,8551,8957,1216,1298,45,31,451,481,3,4,119,122,8631,9040,1263,1364,86,80,511,526,19,13,9994,10474,8254,8679,1160,1203,20,18,448,476,2,3,110,95,8326,8735,1201,1248,59,64,506,518,18,12,391,419,297,278,56,95,25,13,3,5,1,1,9,27,305,305,62,116,27,16,5,8,1,1
050,36,001,New York,Albany County,2,13,20408,9953,10455,8420,8836,1033,1135,28,30,375,359,8,2,89,93,8481,8895,1072,1185,66,74,421,392,14,10,9647,10112,8208,8593,971,1072,13,18,371,352,4,2,80,75,8261,8635,1002,1110,49,58,417,383,10,7,306,343,212,243,62,63,15,12,4,7,4,0,9,18,220,260,70,75,17,16,4,9,4,3
050,36,001,New York,Albany County,2,14,17795,8447,9348,7364,8121,717,819,17,26,278,286,2,1,69,95,7413,8173,744,875,50,81,306,323,10,11,8230,9043,7210,7880,677,775,11,15,276,283,1,1,55,89,7245,7926,697,826,39,69,300,320,7,11,217,305,154,241,40,44,6,11,2,3,1,0,14,6,168,247,47,49,11,12,6,3,3,0
050,36,001,New York,Albany County,2,15,14742,6783,7959,5957,6928,541,682,19,22,209,258,1,1,56,68,5987,6966,566,722,50,63,234,279,4,6,6630,7754,5854,6761,502,658,14,17,209,257,1,1,50,60,5882,6791,523,693,41,56,232,278,4,5,153,205,103,167,39,24,5,5,0,1,0,0,6,8,105,175,43,29,9,7,2,1,0,1
050,36,001,New York,Albany County,2,16,9212,3992,5220,3540,4599,298,426,11,14,115,139,0,1,28,41,3557,4625,311,444,25,36,125,152,4,8,3904,5087,3470,4500,289,403,9,13,114,139,0,0,22,32,3484,4518,298,416,21,31,122,150,3,6,88,133,70,99,9,23,2,1,1,0,0,1,6,9,73,107,13,28,4,5,3,2,1,2
050,36,001,New York,Albany County,2,17,5997,2426,3571,2140,3157,187,288,9,8,74,93,0,0,16,25,2152,3175,191,299,18,23,78,99,3,4,2368,3502,2101,3106,175,280,6,6,74,91,0,0,12,19,2110,3120,177,287,13,17,78,97,2,3,58,69,39,51,12,8,3,2,0,2,0,0,4,6,42,55,14,12,5,6,0,2,1,1
050,36,001,New York,Albany County,2,18,7040,2247,4793,2027,4389,119,280,7,12,54,91,1,0,39,21,2052,4404,135,289,29,25,74,96,11,2,2207,4692,1994,4300,117,273,6,8,54,90,1,0,35,21,2016,4315,131,282,26,21,74,95,10,2,40,101,33,89,2,7,1,4,0,1,0,0,4,0,36,89,4,7,3,4,0,1,1,0
050,36,001,New York,Albany County,3,0,316817,153959,162858,115878,121554,21615,23980,559,561,10935,11636,136,137,4836,4990,120159,125892,24213,26870,1207,1298,13091,13716,378,396,143059,151473,108585,114135,19289,21396,228,257,10808,11503,82,86,4067,4096,112163,117666,21288,23555,706,819,12887,13500,284,305,10900,11385,7293,7419,2326,2584,331,304,127,133,54,51,769,894,7996,8226,2925,3315,501,479,204,216,94,91
050,36,001,New York,Albany County,3,1,14850,7538,7312,4665,4407,1535,1517,40,27,712,750,15,20,571,591,5207,4972,1865,1860,75,67,953,991,27,34,6631,6430,4180,3977,1271,1260,13,8,698,727,10,13,459,445,4621,4407,1510,1480,28,23,925,954,18,22,907,882,485,430,264,257,27,19,14,23,5,7,112,146,586,565,355,380,47,44,28,37,9,12
050,36,001,New York,Albany County,3,2,16253,8369,7884,5293,4905,1545,1556,42,32,857,745,14,16,618,630,5881,5503,1893,1930,78,67,1131,1009,28,30,7475,6992,4756,4415,1326,1320,10,11,838,718,7,12,538,516,5273,4910,1607,1595,33,28,1103,969,20,22,894,892,537,490,219,236,32,21,19,27,7,4,80,114,608,593,286,335,45,39,28,40,8,8
050,36,001,New York,Albany County,3,3,16182,8327,7855,5301,4981,1658,1575,48,26,682,673,11,7,627,593,5885,5535,2033,1943,88,72,941,909,29,23,7426,7004,4771,4485,1437,1358,14,9,674,664,6,4,524,484,5259,4938,1724,1636,38,36,926,887,19,16,901,851,530,496,221,217,34,17,8,9,5,3,103,109,626,597,309,307,50,36,15,22,10,7
050,36,001,New York,Albany County,3,4,23314,11349,11965,7931,8222,1917,2122,41,29,871,970,15,11,574,611,8458,8780,2261,2495,102,92,1115,1212,28,34,10237,10819,7194,7511,1672,1827,21,10,850,956,12,8,488,507,7643,7975,1940,2114,64,48,1088,1188,23,28,1112,1146,737,711,245,295,20,19,21,14,3,3,86,104,815,805,321,381,38,44,27,24,5,6
050,36,001,New York,Albany County,3,5,33095,16109,16986,11700,11856,2401,2853,44,75,1255,1600,19,9,690,593,12324,12386,2811,3213,126,152,1543,1840,47,32,14646,15441,10764,10805,2039,2501,23,32,1240,1588,12,3,568,512,11278,11264,2349,2797,75,88,1519,1825,34,22,1463,1545,936,1051,362,352,21,43,15,12,7,6,122,81,1046,1122,462,416,51,64,24,15,13,10
050,36,001,New York,Albany County,3,6,21810,10980,10830,7661,7549,2070,1975,48,37,792,873,11,12,398,384,8021,7894,2288,2191,98,89,957,1032,34,28,9998,9827,7016,6850,1843,1772,12,15,786,868,8,9,333,313,7313,7131,2015,1931,44,53,949,1019,29,23,982,1003,645,699,227,203,36,22,6,5,3,3,65,71,708,763,273,260,54,36,8,13,5,5
050,36,001,New York,Albany County,3,7,20319,10095,10224,7352,7216,1605,1744,32,40,821,913,6,7,279,304,7594,7483,1714,1899,72,81,973,1054,31,30,9223,9347,6710,6625,1453,1545,13,15,812,908,3,5,232,249,6907,6841,1531,1660,39,47,960,1044,24,23,872,877,642,591,152,199,19,25,9,5,3,2,47,55,687,642,183,239,33,34,13,10,7,7
050,36,001,New York,Albany County,3,8,20040,10120,9920,7547,7132,1337,1512,36,37,963,992,8,12,229,235,7742,7326,1441,1628,71,75,1080,1110,26,36,9331,9168,6958,6600,1202,1359,8,15,959,987,6,8,198,199,7125,6762,1281,1447,34,45,1073,1101,22,32,789,752,589,532,135,153,28,22,4,5,2,4,31,36,617,564,160,181,37,30,7,9,4,4
050,36,001,New York,Albany County,3,9,18318,9079,9239,6820,6603,1172,1452,18,30,877,924,5,15,187,215,6976,6771,1265,1566,52,67,966,1032,16,31,8399,8595,6314,6163,1063,1304,8,15,868,918,1,9,145,186,6433,6306,1126,1393,33,48,951,1023,10,24,680,644,506,440,109,148,10,15,9,6,4,6,42,29,543,465,139,173,19,19,15,9,6,7
050,36,001,New York,Albany County,3,10,16665,8151,8514,6095,6115,1078,1324,22,40,847,846,7,7,102,182,6170,6247,1122,1430,42,80,905,933,16,23,7651,7913,5716,5709,993,1198,9,8,842,843,2,3,89,152,5780,5816,1028,1279,27,40,897,930,10,15,500,601,379,406,85,126,13,32,5,3,5,4,13,30,390,431,94,151,15,40,8,3,6,8
050,36,001,New York,Albany County,3,11,18924,9430,9494,7477,7393,1139,1327,36,39,633,554,7,10,138,171,7576,7516,1197,1430,78,81,705,628,23,31,8958,8951,7125,7039,1062,1205,15,22,629,551,4,4,123,130,7209,7125,1110,1273,54,57,700,623,19,22,472,543,352,354,77,122,21,17,4,3,3,6,15,41,367,391,87,157,24,24,5,5,4,9
050,36,001,New York,Albany County,3,12,20587,9994,10593,8186,8602,1157,1324,51,30,482,501,6,4,112,132,8258,8690,1202,1396,88,75,538,555,23,18,9576,10156,7876,8312,1098,1229,20,16,476,495,4,3,102,101,7939,8374,1137,1277,56,55,531,545,18,15,418,437,310,290,59,95,31,14,6,6,2,1,10,31,319,316,65,119,32,20,7,10,5,3
050,36,001,New York,Albany County,3,13,20325,9850,10475,8288,8810,1062,1153,34,30,369,390,5,2,92,90,8352,8869,1100,1202,70,75,415,423,15,5,9538,10127,8073,8560,997,1088,16,16,367,384,2,2,83,77,8128,8607,1030,1126,49,58,412,416,12,5,312,348,215,250,65,65,18,14,2,6,3,0,9,13,224,262,70,76,21,17,3,7,3,0
050,36,001,New York,Albany County,3,14,18022,8576,9446,7459,8182,727,839,18,27,297,298,5,1,70,99,7509,8237,751,895,49,75,333,333,12,15,8339,9124,7289,7934,687,791,9,16,293,293,3,1,58,89,7329,7979,706,839,34,63,324,328,6,14,237,322,170,248,40,48,9,11,4,5,2,0,12,10,180,258,45,56,15,12,9,5,6,1
050,36,001,New York,Albany County,3,15,15465,7139,8326,6256,7261,572,711,19,24,230,258,1,3,61,69,6295,7300,599,756,49,64,253,280,8,9,6967,8103,6139,7079,530,686,13,18,230,257,1,2,54,61,6171,7111,554,724,41,57,252,279,7,7,172,223,117,182,42,25,6,6,0,1,0,1,7,8,124,189,45,32,8,7,1,1,1,2
050,36,001,New York,Albany County,3,16,9537,4166,5371,3697,4722,315,434,11,14,115,153,0,1,28,47,3717,4753,325,457,24,35,128,167,4,10,4072,5229,3622,4615,302,410,10,13,114,153,0,0,24,38,3638,4639,310,427,22,32,125,165,4,8,94,142,75,107,13,24,1,1,1,0,0,1,4,9,79,114,15,30,2,3,3,2,0,2
050,36,001,New York,Albany County,3,17,6110,2466,3644,2155,3223,197,291,11,8,83,102,0,0,20,20,2170,3238,206,299,22,20,89,109,1,5,2407,3571,2118,3171,186,279,7,7,83,100,0,0,13,14,2127,3180,192,285,14,15,87,106,0,5,59,73,37,52,11,12,4,1,0,2,0,0,7,6,43,58,14,14,8,5,2,3,1,0
050,36,001,New York,Albany County,3,18,7001,2221,4780,1995,4375,128,271,8,16,49,94,1,0,40,24,2024,4392,140,280,23,31,66,99,10,2,2185,4676,1964,4285,128,264,7,11,49,93,1,0,36,23,1990,4301,138,272,21,26,65,98,9,2,36,104,31,90,0,7,1,5,0,1,0,0,4,1,34,91,2,8,2,5,1,1,1,0
050,36,001,New York,Albany County,4,0,316287,153628,162659,114865,120602,21704,24103,568,564,11309,12047,130,145,5052,5198,119354,125093,24457,27121,1214,1308,13568,14235,356,421,142410,151011,107375,113042,19329,21480,221,252,11178,11908,76,86,4231,4243,111121,116670,21415,23725,691,813,13366,13999,268,312,11218,11648,7490,7560,2375,2623,347,312,131,139,54,59,821,955,8233,8423,3042,3396,523,495,202,236,88,109
050,36,001,New York,Albany County,4,1,14516,7373,7143,4411,4184,1562,1543,25,18,730,762,11,25,634,611,5016,4774,1923,1904,70,61,1000,1011,26,37,6455,6225,3935,3754,1289,1277,11,4,714,738,8,12,498,440,4417,4180,1540,1496,29,17,967,965,18,17,918,918,476,430,273,266,14,14,16,24,3,13,136,171,599,594,383,408,41,44,33,46,8,20
050,36,001,New York,Albany County,4,2,16158,8351,7807,5291,4843,1510,1532,34,23,865,758,12,13,639,638,5893,5448,1872,1912,75,63,1145,1013,25,24,7448,6900,4756,4345,1289,1291,10,12,842,734,4,8,547,510,5277,4835,1573,1563,34,34,1113,977,12,13,903,907,535,498,221,241,24,11,23,24,8,5,92,128,616,613,299,349,41,29,32,36,13,11
050,36,001,New York,Albany County,4,3,16149,8209,7940,5178,4950,1617,1603,48,35,731,711,12,9,623,632,5757,5533,1990,1992,89,80,993,962,28,24,7323,7067,4647,4441,1411,1387,13,9,724,696,6,7,522,527,5135,4932,1698,1684,38,37,975,938,19,17,886,873,531,509,206,216,35,26,7,15,6,2,101,105,622,601,292,308,51,43,18,24,9,7
050,36,001,New York,Albany County,4,4,22969,11314,11655,7836,7968,1923,2083,48,28,884,959,14,12,609,605,8393,8528,2291,2460,105,89,1138,1200,30,30,10185,10527,7099,7274,1666,1787,25,9,864,946,11,8,520,503,7578,7739,1952,2080,65,47,1114,1176,22,26,1129,1128,737,694,257,296,23,19,20,13,3,4,89,102,815,789,339,380,40,42,24,24,8,4
050,36,001,New York,Albany County,4,5,32788,15955,16833,11478,11656,2445,2848,35,71,1264,1637,19,9,714,612,12126,12206,2877,3221,110,148,1562,1882,41,31,14465,15294,10522,10629,2065,2486,19,28,1254,1623,13,2,592,526,11059,11104,2393,2788,66,87,1547,1861,31,20,1490,1539,956,1027,380,362,16,43,10,14,6,7,122,86,1067,1102,484,433,44,61,15,21,10,11
050,36,001,New York,Albany County,4,6,21547,10845,10702,7575,7375,1958,1896,48,36,839,969,12,12,413,414,7947,7747,2190,2138,95,83,1017,1145,37,29,9842,9683,6906,6665,1735,1701,11,13,832,964,8,7,350,333,7219,6968,1920,1878,42,46,1008,1131,29,18,1003,1019,669,710,223,195,37,23,7,5,4,5,63,81,728,779,270,260,53,37,9,14,8,11
050,36,001,New York,Albany County,4,7,20411,10078,10333,7221,7222,1689,1852,46,42,819,886,5,7,298,324,7480,7506,1810,2020,88,79,979,1034,25,34,9168,9423,6577,6604,1522,1652,9,17,810,880,2,6,248,264,6787,6833,1608,1776,39,40,967,1023,21,30,910,910,644,618,167,200,37,25,9,6,3,1,50,60,693,673,202,244,49,39,12,11,4,4
050,36,001,New York,Albany County,4,8,20134,10174,9960,7514,7139,1375,1483,34,43,1007,1038,6,9,238,248,7719,7344,1479,1607,67,77,1129,1163,24,34,9336,9159,6871,6571,1248,1324,8,21,999,1032,5,7,205,204,7046,6734,1328,1415,32,46,1119,1154,22,31,838,801,643,568,127,159,26,22,8,6,1,2,33,44,673,610,151,192,35,31,10,9,2,3
050,36,001,New York,Albany County,4,9,18809,9313,9496,6973,6793,1213,1470,22,35,904,963,6,13,195,222,7134,6961,1314,1589,52,69,1002,1078,16,33,8597,8826,6442,6320,1099,1327,4,17,897,957,3,8,152,197,6564,6466,1166,1427,25,46,990,1071,12,25,716,670,531,473,114,143,18,18,7,6,3,5,43,25,570,495,148,162,27,23,12,7,4,8
050,36,001,New York,Albany County,4,10,16415,7971,8444,5923,5990,1073,1327,21,46,828,871,9,12,117,198,6017,6131,1129,1436,43,79,893,972,19,29,7443,7827,5533,5586,980,1189,10,9,822,869,2,6,96,168,5608,5699,1018,1275,30,40,885,965,11,21,528,617,390,404,93,138,11,37,6,2,7,6,21,30,409,432,111,161,13,39,8,7,8,8
050,36,001,New York,Albany County,4,11,18480,9203,9277,7184,7126,1140,1328,36,36,703,604,3,8,137,175,7282,7242,1204,1428,70,84,776,693,16,33,8713,8745,6806,6774,1069,1217,15,17,700,599,2,3,121,135,6889,6859,1121,1286,47,53,771,684,14,24,490,532,378,352,71,111,21,19,3,5,1,5,16,40,393,383,83,142,23,31,5,9,2,9
050,36,001,New York,Albany County,4,12,19950,9680,10270,7863,8243,1134,1331,48,30,519,515,7,6,109,145,7946,8340,1178,1410,86,81,574,576,17,27,9253,9804,7551,7939,1070,1226,19,15,511,510,3,4,99,110,7624,8004,1108,1278,53,55,565,568,13,23,427,466,312,304,64,105,29,15,8,5,4,2,10,35,322,336,70,132,33,26,9,8,4,4
050,36,001,New York,Albany County,4,13,20268,9796,10472,8219,8764,1044,1161,52,30,378,408,5,5,98,104,8287,8827,1082,1218,86,77,425,451,16,16,9450,10101,7978,8499,982,1089,20,16,376,402,3,5,91,90,8039,8549,1014,1134,53,61,423,443,14,14,346,371,241,265,62,72,32,14,2,6,2,0,7,14,248,278,68,84,33,16,2,8,2,2
