SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,36,117,New York,Wayne County,3,13,7292,3680,3612,3504,3477,96,84,12,16,51,16,2,0,15,19,3512,3493,104,92,20,24,53,21,6,1,3583,3543,3419,3419,90,79,7,13,51,15,2,0,14,17,3426,3433,97,85,15,21,53,20,6,1,97,69,85,58,6,5,5,3,0,1,0,0,1,2,86,60,7,7,5,3,0,1,0,0
050,36,117,New York,Wayne County,3,14,6110,3055,3055,2922,2942,85,56,8,11,20,18,0,0,20,28,2941,2964,90,68,17,27,26,24,1,1,2995,3024,2869,2919,83,56,7,6,20,17,0,0,16,26,2884,2939,86,67,15,21,26,23,0,1,60,31,53,23,2,0,1,5,0,1,0,0,4,2,57,25,4,1,2,6,0,1,1,0
050,36,117,New York,Wayne County,3,15,5042,2504,2538,2404,2453,56,43,12,9,5,15,0,0,27,18,2426,2468,67,52,27,18,11,19,1,0,2464,2506,2372,2427,53,41,9,7,5,15,0,0,25,16,2392,2440,63,48,23,16,11,19,1,0,40,32,32,26,3,2,3,2,0,0,0,0,2,2,34,28,4,4,4,2,0,0,0,0
050,36,117,New York,Wayne County,3,16,3271,1521,1750,1456,1692,50,41,4,7,2,6,0,0,9,4,1463,1694,54,43,9,8,4,8,1,1,1503,1723,1441,1668,48,39,3,6,2,6,0,0,9,4,1448,1670,52,41,8,7,4,8,1,1,18,27,15,24,2,2,1,1,0,0,0,0,0,0,15,24,2,2,1,1,0,0,0,0
050,36,117,New York,Wayne County,3,17,1937,896,1041,848,1008,29,18,4,2,4,8,0,0,11,5,859,1012,32,20,10,6,6,9,0,0,869,1035,831,1002,23,18,2,2,4,8,0,0,9,5,840,1006,25,20,7,6,6,9,0,0,27,6,17,6,6,0,2,0,0,0,0,0,2,0,19,6,7,0,3,0,0,0,0,0
050,36,117,New York,Wayne County,3,18,1909,700,1209,670,1167,21,27,1,1,6,4,0,1,2,9,672,1176,22,30,2,5,6,6,0,1,657,1194,632,1155,18,26,1,0,5,4,0,1,1,8,633,1163,19,28,1,4,5,6,0,1,43,15,38,12,3,1,0,1,1,0,0,0,1,1,39,13,3,2,1,1,1,0,0,0
050,36,117,New York,Wayne County,4,0,90831,45535,45296,42270,42322,1588,1263,201,198,311,346,29,21,1136,1146,43335,43395,2315,1992,409,404,563,602,68,61,42947,43207,40111,40609,1446,1136,112,113,286,327,22,18,970,1004,41030,41554,2035,1760,290,279,522,573,58,52,2588,2089,2159,1713,142,127,89,85,25,19,7,3,166,142,2305,1841,280,232,119,125,41,29,10,9
050,36,117,New York,Wayne County,4,1,4800,2455,2345,2195,2034,76,99,14,16,15,15,1,1,154,180,2340,2208,185,220,32,39,52,58,4,2,2248,2125,2032,1874,63,83,3,3,10,10,1,1,139,154,2164,2023,161,186,17,21,45,50,4,1,207,220,163,160,13,16,11,13,5,5,0,0,15,26,176,185,24,34,15,18,7,8,0,1
050,36,117,New York,Wayne County,4,2,5165,2650,2515,2341,2204,99,100,14,20,19,14,1,1,176,176,2510,2373,220,222,39,38,58,53,3,5,2407,2304,2160,2054,83,79,4,6,13,12,0,0,147,153,2304,2202,181,183,20,20,50,50,2,2,243,211,181,150,16,21,10,14,6,2,1,1,29,23,206,171,39,39,19,18,8,3,1,3
050,36,117,New York,Wayne County,4,3,5626,2895,2731,2589,2428,119,110,13,17,19,21,1,0,154,155,2734,2576,225,216,33,39,53,51,6,5,2654,2523,2396,2258,103,99,5,9,18,21,1,0,131,136,2520,2389,190,190,21,26,50,50,6,4,241,208,193,170,16,11,8,8,1,0,0,0,23,19,214,187,35,26,12,13,3,1,0,1
050,36,117,New York,Wayne County,4,4,5207,2704,2503,2418,2232,104,90,13,9,31,24,1,1,137,147,2549,2370,202,195,26,28,62,59,5,3,2486,2311,2237,2073,97,81,8,6,29,21,1,1,114,129,2347,2194,174,170,19,22,59,54,4,3,218,192,181,159,7,9,5,3,2,3,0,0,23,18,202,176,28,25,7,6,3,5,1,0
050,36,117,New York,Wayne County,4,5,4588,2305,2283,2057,2061,96,76,15,9,14,29,3,3,120,105,2170,2159,180,145,31,22,39,54,7,8,2108,2130,1887,1931,89,71,9,3,14,28,3,3,106,94,1987,2020,159,130,24,15,39,52,7,7,197,153,170,130,7,5,6,6,0,1,0,0,14,11,183,139,21,15,7,7,0,2,0,1
050,36,117,New York,Wayne County,4,6,5038,2610,2428,2382,2233,109,78,15,19,26,23,2,3,76,72,2449,2301,162,123,27,35,42,39,6,4,2424,2284,2226,2110,95,69,9,13,26,21,2,3,66,68,2285,2175,138,112,21,26,41,37,5,4,186,144,156,123,14,9,6,6,0,2,0,0,10,4,164,126,24,11,6,9,1,2,1,0
050,36,117,New York,Wayne County,4,7,5557,2811,2746,2572,2560,148,79,8,9,19,20,3,2,61,76,2627,2633,181,123,23,21,36,39,5,6,2616,2576,2402,2416,139,70,4,6,18,19,1,1,52,64,2450,2477,165,107,18,14,32,37,3,5,195,170,170,144,9,9,4,3,1,1,2,1,9,12,177,156,16,16,5,7,4,2,2,1
050,36,117,New York,Wayne County,4,8,5423,2735,2688,2546,2545,116,64,12,6,19,19,4,2,38,52,2583,2593,137,93,21,19,28,30,4,5,2549,2547,2387,2427,107,54,2,3,17,19,2,1,34,43,2421,2467,125,78,10,12,25,30,2,3,186,141,159,118,9,10,10,3,2,0,2,1,4,9,162,126,12,15,11,7,3,0,2,2
050,36,117,New York,Wayne County,4,9,5251,2652,2599,2498,2460,90,73,9,8,12,26,4,0,39,32,2533,2491,111,90,19,17,22,32,6,1,2478,2464,2347,2344,81,62,4,3,11,26,3,0,32,29,2377,2373,96,78,12,9,21,32,4,1,174,135,151,116,9,11,5,5,1,0,1,0,7,3,156,118,15,12,7,8,1,0,2,0
050,36,117,New York,Wayne County,4,10,4758,2431,2327,2284,2192,90,62,8,17,12,27,1,1,36,28,2319,2219,111,77,18,24,18,33,2,2,2270,2225,2153,2113,79,54,5,9,11,27,1,1,21,21,2173,2133,89,65,12,14,16,32,2,2,161,102,131,79,11,8,3,8,1,0,0,0,15,7,146,86,22,12,6,10,2,1,0,0
050,36,117,New York,Wayne County,4,11,6242,3148,3094,3004,2967,81,68,14,7,14,29,4,5,31,18,3034,2980,96,79,22,13,21,32,6,8,2996,2993,2866,2876,80,62,9,4,12,29,4,5,25,17,2890,2889,90,72,17,9,18,32,6,8,152,101,138,91,1,6,5,3,2,0,0,0,6,1,144,91,6,7,5,4,3,0,0,0
050,36,117,New York,Wayne County,4,12,6992,3471,3521,3293,3376,112,83,20,10,16,31,2,1,28,20,3319,3391,123,92,29,16,22,37,6,6,3346,3405,3183,3267,105,81,17,9,13,29,1,1,27,18,3208,3281,115,88,26,13,19,35,5,6,125,116,110,109,7,2,3,1,3,2,1,0,1,2,111,110,8,4,3,3,3,2,1,0
050,36,117,New York,Wayne County,4,13,7345,3705,3640,3532,3513,93,76,16,20,50,15,2,0,12,16,3544,3528,96,82,21,26,52,20,4,1,3606,3572,3442,3453,88,74,12,17,50,13,2,0,12,15,3454,3467,91,79,17,22,52,18,4,1,99,68,90,60,5,2,4,3,0,2,0,0,0,1,90,61,5,3,4,4,0,2,0,0
050,36,117,New York,Wayne County,4,14,6277,3124,3153,2970,3029,100,70,9,9,28,19,0,0,17,26,2982,3049,110,84,17,21,31,24,2,1,3051,3113,2907,3000,97,66,6,4,28,18,0,0,13,25,2916,3019,103,79,13,16,31,23,2,1,73,40,63,29,3,4,3,5,0,1,0,0,4,1,66,30,7,5,4,5,0,1,0,0
050,36,117,New York,Wayne County,4,15,4983,2488,2495,2398,2406,48,43,11,9,3,15,0,0,28,22,2425,2424,56,52,24,22,9,17,2,2,2452,2455,2369,2373,45,42,9,7,3,15,0,0,26,18,2394,2388,52,48,21,18,9,17,2,2,36,40,29,33,3,1,2,2,0,0,0,0,2,4,31,36,4,4,3,4,0,0,0,0
050,36,117,New York,Wayne County,4,16,3576,1668,1908,1594,1843,53,44,5,8,2,7,0,0,14,6,1606,1847,60,47,14,11,3,9,0,0,1641,1882,1571,1821,52,41,3,7,2,7,0,0,13,6,1583,1825,58,44,12,10,2,9,0,0,27,26,23,22,1,3,2,1,0,0,0,0,1,0,23,22,2,3,2,1,1,0,0,0
050,36,117,New York,Wayne County,4,17,2066,959,1107,908,1070,32,21,4,4,3,7,0,0,12,5,919,1075,37,22,12,6,4,9,0,0,933,1100,894,1063,24,21,2,4,3,7,0,0,10,5,903,1068,28,22,9,6,4,9,0,0,26,7,14,7,8,0,2,0,0,0,0,0,2,0,16,7,9,0,3,0,0,0,0,0
050,36,117,New York,Wayne County,4,18,1937,724,1213,689,1169,22,27,1,1,9,5,0,1,3,10,692,1178,23,30,1,7,11,6,0,2,682,1198,652,1156,19,27,1,0,8,5,0,1,2,9,654,1164,20,29,1,6,9,6,0,2,42,15,37,13,3,0,0,1,1,0,0,0,1,1,38,14,3,1,0,1,2,0,0,0
050,36,117,New York,Wayne County,5,0,90671,45490,45181,42091,42113,1622,1285,206,200,342,386,27,21,1202,1176,43219,43218,2377,2045,430,406,605,645,70,61,42723,42965,39818,40322,1451,1124,110,114,315,361,20,18,1009,1026,40768,41292,2062,1775,287,279,564,610,56,50,2767,2216,2273,1791,171,161,96,86,27,25,7,3,193,150,2451,1926,315,270,143,127,41,35,14,11
050,36,117,New York,Wayne County,5,1,4645,2367,2278,2071,1972,98,103,11,18,23,15,1,1,163,169,2229,2132,210,220,31,38,60,56,2,3,2142,2034,1911,1802,74,74,1,2,20,9,1,1,135,146,2043,1941,165,174,14,16,55,48,2,2,225,244,160,170,24,29,10,16,3,6,0,0,28,23,186,191,45,46,17,22,5,8,0,1
050,36,117,New York,Wayne County,5,2,5156,2651,2505,2330,2186,96,96,14,18,20,26,1,1,190,178,2512,2360,225,216,37,38,60,63,7,8,2393,2280,2137,2031,78,70,3,6,12,19,0,0,163,154,2294,2182,187,175,20,20,50,56,5,3,258,225,193,155,18,26,11,12,8,7,1,1,27,24,218,178,38,41,17,18,10,7,2,5
050,36,117,New York,Wayne County,5,3,5492,2856,2636,2561,2336,119,107,14,15,15,23,1,0,146,155,2703,2482,215,217,32,37,46,54,7,2,2610,2424,2372,2171,97,94,5,8,14,23,1,0,121,128,2489,2296,176,180,19,24,44,51,4,2,246,212,189,165,22,13,9,7,1,0,0,0,25,27,214,186,39,37,13,13,2,3,3,0
050,36,117,New York,Wayne County,5,4,5192,2670,2522,2364,2228,120,106,10,11,33,21,1,1,142,155,2503,2374,217,218,25,31,63,54,4,5,2443,2323,2176,2063,108,94,5,8,31,18,1,1,122,139,2297,2196,189,193,16,25,60,49,3,4,227,199,188,165,12,12,5,3,2,3,0,0,20,16,206,178,28,25,9,6,3,5,1,1
050,36,117,New York,Wayne County,5,5,4566,2311,2255,2059,2021,93,70,11,12,18,43,3,1,127,108,2175,2122,180,141,32,29,44,68,9,4,2096,2084,1875,1873,89,68,7,4,18,43,3,1,104,95,1969,1961,159,128,22,19,42,68,9,4,215,171,184,148,4,2,4,8,0,0,0,0,23,13,206,161,21,13,10,10,2,0,0,0
050,36,117,New York,Wayne County,5,6,4976,2558,2418,2311,2218,107,76,17,14,31,20,1,3,91,87,2399,2301,164,131,33,27,50,40,4,6,2347,2268,2143,2086,89,68,9,11,28,18,1,3,77,82,2218,2164,137,120,21,23,46,37,3,6,211,150,168,132,18,8,8,3,3,2,0,0,14,5,181,137,27,11,12,4,4,3,1,0
050,36,117,New York,Wayne County,5,7,5640,2855,2785,2610,2589,144,80,12,11,25,26,3,3,61,76,2667,2660,178,129,24,26,42,42,6,5,2629,2603,2404,2440,136,65,8,6,24,25,1,2,56,65,2457,2501,166,106,18,17,40,41,4,4,226,182,206,149,8,15,4,5,1,1,2,1,5,11,210,159,12,23,6,9,2,1,2,1
050,36,117,New York,Wayne County,5,8,5495,2781,2714,2570,2566,126,60,12,4,21,29,2,2,50,53,2618,2617,155,91,22,14,33,41,3,6,2582,2567,2404,2441,113,52,2,2,20,28,1,1,42,43,2445,2482,135,76,10,9,32,39,2,4,199,147,166,125,13,8,10,2,1,1,1,1,8,10,173,135,20,15,12,5,1,2,1,2
050,36,117,New York,Wayne County,5,9,5349,2716,2633,2558,2474,91,86,12,7,14,28,4,0,37,38,2592,2510,110,111,22,14,24,36,6,0,2522,2495,2386,2361,84,70,5,3,13,28,2,0,32,33,2415,2392,101,91,13,9,21,36,4,0,194,138,172,113,7,16,7,4,1,0,2,0,5,5,177,118,9,20,9,5,3,0,2,0
050,36,117,New York,Wayne County,5,10,4719,2423,2296,2286,2162,83,63,9,18,8,26,1,0,36,27,2318,2187,106,79,19,26,13,30,4,2,2264,2183,2158,2073,73,54,3,8,7,26,1,0,22,22,2177,2094,85,68,8,12,12,30,4,2,159,113,128,89,10,9,6,10,1,0,0,0,14,5,141,93,21,11,11,14,1,0,0,0
050,36,117,New York,Wayne County,5,11,5951,2987,2964,2826,2833,89,64,14,9,15,31,5,6,38,21,2857,2853,113,75,27,16,22,35,6,6,2822,2863,2682,2746,86,55,10,6,14,31,5,6,25,19,2702,2764,99,65,20,12,20,35,6,6,165,101,144,87,3,9,4,3,1,0,0,0,13,2,155,89,14,10,7,4,2,0,0,0
050,36,117,New York,Wayne County,5,12,6711,3349,3362,3174,3229,105,79,20,8,17,25,2,1,31,20,3202,3246,118,87,32,14,25,30,3,5,3220,3253,3062,3128,96,75,17,7,13,23,1,1,31,19,3090,3144,109,82,29,13,21,28,2,5,129,109,112,101,9,4,3,1,4,2,1,0,0,1,112,102,9,5,3,1,4,2,1,0
050,36,117,New York,Wayne County,5,13,7293,3654,3639,3486,3504,90,78,18,21,44,23,2,0,14,13,3498,3515,95,82,25,26,47,29,3,0,3550,3559,3392,3431,85,76,14,19,44,21,2,0,13,12,3403,3441,89,80,21,24,47,26,3,0,104,80,94,73,5,2,4,2,0,2,0,0,1,1,95,74,6,2,4,2,0,3,0,0
050,36,117,New York,Wayne County,5,14,6470,3219,3251,3043,3128,109,72,10,9,40,15,0,1,17,26,3059,3150,116,82,19,21,41,21,1,4,3147,3202,2983,3089,106,69,5,4,40,15,0,1,13,24,2996,3110,110,78,13,15,41,21,0,3,72,49,60,39,3,3,5,5,0,0,0,0,4,2,63,40,6,4,6,6,0,0,1,1
050,36,117,New York,Wayne County,5,15,5102,2560,2542,2471,2444,49,49,11,9,2,15,0,0,27,25,2491,2464,60,60,23,19,11,21,2,3,2524,2500,2441,2410,47,47,9,7,2,14,0,0,25,22,2459,2427,57,56,20,16,11,20,2,3,36,42,30,34,2,2,2,2,0,1,0,0,2,3,32,37,3,4,3,3,0,1,0,0
050,36,117,New York,Wayne County,5,16,3737,1744,1993,1667,1925,51,43,6,9,4,6,0,0,16,10,1679,1934,57,47,15,15,8,7,1,0,1710,1966,1638,1903,49,41,4,7,4,6,0,0,15,9,1649,1911,54,45,13,12,8,7,1,0,34,27,29,22,2,2,2,2,0,0,0,0,1,1,30,23,3,2,2,3,0,0,0,0
050,36,117,New York,Wayne County,5,17,2197,1025,1172,980,1129,28,28,3,6,2,5,0,0,12,4,992,1133,33,30,8,7,3,6,1,0,1003,1160,968,1118,21,27,2,6,2,5,0,0,10,4,978,1122,24,29,7,7,3,6,1,0,22,12,12,11,7,1,1,0,0,0,0,0,2,0,14,11,9,1,1,0,0,0,0,0
050,36,117,New York,Wayne County,5,18,1980,764,1216,724,1169,24,25,2,1,10,9,0,1,4,11,725,1178,25,29,4,8,13,12,1,2,719,1201,686,1156,20,25,1,0,9,9,0,1,3,10,687,1164,20,29,3,6,11,12,1,2,45,15,38,13,4,0,1,1,1,0,0,0,1,1,38,14,5,0,1,2,2,0,0,0
050,36,117,New York,Wayne County,6,0,90757,45533,45224,42086,42107,1622,1289,223,212,340,400,29,20,1233,1196,43258,43231,2404,2060,436,418,618,670,72,63,42624,42957,39703,40289,1444,1131,116,115,313,375,20,17,1028,1030,40677,41253,2071,1783,289,284,574,636,57,52,2909,2267,2383,1818,178,158,107,97,27,25,9,3,205,166,2581,1978,333,277,147,134,44,34,15,11
050,36,117,New York,Wayne County,6,1,4531,2302,2229,1993,1940,111,98,8,21,21,11,1,1,168,158,2157,2095,225,205,28,34,60,47,4,7,2071,1980,1831,1772,82,70,0,1,20,5,1,1,137,131,1964,1901,174,157,14,11,56,39,3,4,231,249,162,168,29,28,8,20,1,6,0,0,31,27,193,194,51,48,14,23,4,8,1,3
050,36,117,New York,Wayne County,6,2,5190,2657,2533,2349,2212,88,96,13,17,27,28,1,1,179,179,2524,2387,213,221,34,37,66,65,4,4,2403,2298,2160,2046,75,72,2,5,16,21,0,0,150,154,2307,2196,175,178,17,20,54,57,3,3,254,235,189,166,13,24,11,12,11,7,1,1,29,25,217,191,38,43,17,17,12,8,1,1
050,36,117,New York,Wayne County,6,3,5403,2788,2615,2489,2307,112,104,17,15,17,26,0,0,153,163,2636,2464,214,215,32,42,54,59,6,1,2541,2401,2304,2147,90,86,5,7,15,26,0,0,127,135,2427,2277,172,176,18,27,48,58,4,1,247,214,185,160,22,18,12,8,2,0,0,0,26,28,209,187,42,39,14,15,6,1,2,0
050,36,117,New York,Wayne County,6,4,5217,2713,2504,2392,2223,122,94,13,12,31,19,1,0,154,156,2539,2372,234,202,29,29,64,54,4,5,2478,2297,2200,2053,109,84,8,8,29,16,1,0,131,136,2325,2184,201,178,21,23,61,47,3,3,235,207,192,170,13,10,5,4,2,3,0,0,23,20,214,188,33,24,8,6,3,7,1,2
050,36,117,New York,Wayne County,6,5,4561,2294,2267,2043,2026,95,74,12,9,14,47,4,2,126,109,2167,2131,178,144,28,25,40,75,8,4,2069,2099,1854,1879,86,71,8,3,14,47,4,2,103,97,1955,1972,153,133,19,16,38,74,8,4,225,168,189,147,9,3,4,6,0,0,0,0,23,12,212,159,25,11,9,9,2,1,0,0
050,36,117,New York,Wayne County,6,6,4835,2523,2312,2284,2121,98,70,17,15,29,17,1,1,94,88,2375,2204,162,129,27,31,51,38,4,2,2301,2156,2095,1984,84,62,9,11,28,16,1,1,84,82,2176,2061,139,117,19,24,49,37,4,2,222,156,189,137,14,8,8,4,1,1,0,0,10,6,199,143,23,12,8,7,2,1,0,0
050,36,117,New York,Wayne County,6,7,5746,2949,2797,2683,2588,151,85,12,15,25,26,4,5,74,78,2752,2661,195,134,23,27,44,45,9,8,2680,2620,2443,2446,143,73,8,9,24,24,0,4,62,64,2501,2505,179,113,17,17,40,43,5,6,269,177,240,142,8,12,4,6,1,2,4,1,12,14,251,156,16,21,6,10,4,2,4,2
050,36,117,New York,Wayne County,6,8,5559,2799,2760,2593,2589,123,74,14,4,19,36,3,1,47,56,2638,2641,153,109,25,14,27,47,5,5,2573,2600,2403,2456,108,63,3,2,19,35,2,0,38,44,2439,2496,130,89,12,9,27,46,4,4,226,160,190,133,15,11,11,2,0,1,1,1,9,12,199,145,23,20,13,5,0,1,1,1
050,36,117,New York,Wayne County,6,9,5420,2760,2660,2596,2495,95,82,12,7,16,28,3,1,38,47,2631,2539,117,114,20,14,27,38,3,2,2564,2518,2421,2379,90,67,4,1,14,28,1,1,34,42,2452,2418,110,94,10,8,25,38,1,2,196,142,175,116,5,15,8,6,2,0,2,0,4,5,179,121,7,20,10,6,2,0,2,0
050,36,117,New York,Wayne County,6,10,4772,2430,2342,2284,2206,86,67,15,19,8,23,2,0,35,27,2316,2229,107,86,27,29,14,26,3,1,2261,2223,2147,2111,78,59,3,9,7,23,2,0,24,21,2169,2128,90,75,11,16,13,26,3,1,169,119,137,95,8,8,12,10,1,0,0,0,11,6,147,101,17,11,16,13,1,0,0,0
050,36,117,New York,Wayne County,6,11,5642,2817,2825,2651,2685,97,63,11,13,16,37,4,5,38,22,2685,2701,118,75,21,21,25,43,6,8,2657,2726,2516,2600,89,56,9,7,15,37,4,5,24,21,2536,2616,101,67,16,14,23,43,5,8,160,99,135,85,8,7,2,6,1,0,0,0,14,1,149,85,17,8,5,7,2,0,1,0
050,36,117,New York,Wayne County,6,12,6471,3247,3224,3094,3102,85,75,20,5,16,21,2,2,30,19,3119,3118,98,82,31,11,25,27,5,5,3117,3136,2978,3022,79,71,17,5,13,19,1,2,29,17,3003,3036,91,77,28,11,22,25,3,4,130,88,116,80,6,4,3,0,3,2,1,0,1,2,116,82,7,5,3,0,3,2,2,1
050,36,117,New York,Wayne County,6,13,7220,3613,3607,3441,3465,98,78,21,20,33,30,3,0,17,14,3455,3476,102,83,30,27,37,33,6,3,3488,3513,3334,3379,89,76,14,17,32,28,3,0,16,13,3347,3389,93,81,22,23,36,31,6,3,125,94,107,86,9,2,7,3,1,2,0,0,1,1,108,87,9,2,8,4,1,2,0,0
050,36,117,New York,Wayne County,6,14,6607,3255,3352,3076,3225,104,76,14,13,45,13,0,0,16,25,3088,3246,114,86,21,25,48,18,0,2,3185,3290,3019,3173,101,72,8,9,45,13,0,0,12,23,3027,3193,109,80,14,20,47,18,0,2,70,62,57,52,3,4,6,4,0,0,0,0,4,2,61,53,5,6,7,5,1,0,0,0
050,36,117,New York,Wayne County,6,15,5239,2628,2611,2524,2511,59,51,10,7,8,15,0,0,27,27,2549,2532,67,66,26,18,14,23,0,1,2581,2571,2485,2479,56,49,8,5,8,14,0,0,24,24,2507,2497,62,62,23,15,14,22,0,1,47,40,39,32,3,2,2,2,0,1,0,0,3,3,42,35,5,4,3,3,0,1,0,0
050,36,117,New York,Wayne County,6,16,3977,1867,2110,1781,2033,54,46,8,9,5,10,0,0,19,12,1799,2041,59,50,17,15,8,14,3,2,1833,2085,1752,2013,52,44,6,7,5,10,0,0,18,11,1769,2020,56,47,15,13,8,14,3,2,34,25,29,20,2,2,2,2,0,0,0,0,1,1,30,21,3,3,2,2,0,0,0,0
050,36,117,New York,Wayne County,6,17,2321,1079,1242,1042,1194,21,33,3,8,2,4,0,0,11,3,1051,1197,23,34,11,9,4,5,1,0,1059,1226,1029,1179,16,33,2,7,2,4,0,0,10,3,1037,1182,18,34,9,8,4,5,1,0,20,16,13,15,5,0,1,1,0,0,0,0,1,0,14,15,5,0,2,1,0,0,0,0
050,36,117,New York,Wayne County,6,18,2046,812,1234,771,1185,23,23,3,3,8,9,0,1,7,13,777,1197,25,25,6,10,10,13,1,3,763,1218,732,1171,17,23,2,2,7,9,0,1,5,12,736,1182,18,25,4,9,9,13,1,2,49,16,39,14,6,0,1,1,1,0,0,0,2,1,41,15,7,0,2,1,1,0,0,1
050,36,119,New York,Westchester County,1,0,1004465,489751,514714,361830,371702,78042,88881,5763,5021,30388,34962,780,734,12948,13414,373240,383360,85937,97274,8861,8308,34901,39538,1246,1258,354511,380698,253984,265327,62656,72493,643,678,29224,33789,175,170,7829,8241,260711,272304,66739,76967,2058,2301,33022,37641,487,523,135240,134016,107846,106375,15386,16388,5120,4343,1164,1173,605,564,5119,5173,112529,111056,19198,20307,6803,6007,1879,1897,759,735
050,36,119,New York,Westchester County,1,1,54591,27942,26649,18838,17969,5074,4948,464,479,1888,1733,93,81,1585,1439,20304,19305,6040,5815,733,714,2495,2281,122,104,17682,16646,11225,10543,3593,3480,41,38,1751,1620,14,15,1058,950,12205,11427,4162,3986,160,141,2254,2076,32,27,10260,10003,7613,7426,1481,1468,423,441,137,113,79,66,527,489,8099,7878,1878,1829,573,573,241,205,90,77
050,36,119,New York,Westchester County,1,2,59993,30962,29031,21377,20086,5233,4994,340,312,2250,2093,68,60,1694,1486,22925,21450,6260,5906,617,556,2907,2651,102,92,20573,18924,13446,12228,3750,3635,51,42,2120,1980,16,10,1190,1029,14534,13174,4397,4204,190,163,2686,2461,39,30,10389,10107,7931,7858,1483,1359,289,270,130,113,52,50,504,457,8391,8276,1863,1702,427,393,221,190,63,62
050,36,119,New York,Westchester County,1,3,64598,33392,31206,23799,22182,5401,5064,413,383,2075,2017,47,53,1657,1507,25277,23524,6434,6015,711,644,2703,2582,90,85,22439,20992,15279,14172,3995,3793,46,31,1975,1913,16,13,1128,1070,16280,15119,4619,4399,192,169,2520,2409,43,36,10953,10214,8520,8010,1406,1271,367,352,100,104,31,40,529,437,8997,8405,1815,1616,519,475,183,173,47,49
050,36,119,New York,Westchester County,1,4,66483,33851,32632,24564,23350,5448,5424,413,382,2006,2095,44,55,1376,1326,25778,24521,6318,6261,676,632,2508,2581,88,105,23424,22927,16376,15786,4180,4218,48,35,1903,2008,4,8,913,872,17177,16548,4694,4709,176,156,2331,2420,33,39,10427,9705,8188,7564,1268,1206,365,347,103,87,40,47,463,454,8601,7973,1624,1552,500,476,177,161,55,66
050,36,119,New York,Westchester County,1,5,59639,29536,30103,21310,21498,5245,5432,451,350,1454,1734,61,45,1015,1044,22217,22430,5880,6082,666,569,1815,2100,92,86,20274,20968,14099,14280,4081,4302,41,38,1384,1651,10,9,659,688,14674,14887,4455,4688,147,149,1692,1968,35,39,9262,9135,7211,7218,1164,1130,410,312,70,83,51,36,356,356,7543,7543,1425,1394,519,420,123,132,57,47
050,36,119,New York,Westchester County,1,6,56863,28620,28243,19579,18816,6097,6150,424,399,1652,1912,61,57,807,909,20297,19630,6586,6729,629,624,1903,2204,96,90,18656,18712,11767,11363,4833,4958,40,44,1557,1845,12,12,447,490,12151,11791,5065,5221,116,129,1763,2072,37,36,9964,9531,7812,7453,1264,1192,384,355,95,67,49,45,360,419,8146,7839,1521,1508,513,495,140,132,59,54
050,36,119,New York,Westchester County,1,7,58500,29304,29196,19894,19299,6065,6307,556,354,1946,2436,77,58,766,742,20578,19957,6516,6771,784,547,2187,2677,111,87,18900,19644,11766,11865,4868,4964,29,51,1871,2361,18,12,348,391,12059,12202,5024,5167,95,128,2065,2551,36,30,10404,9552,8128,7434,1197,1343,527,303,75,75,59,46,418,351,8519,7755,1492,1604,689,419,122,126,75,57
050,36,119,New York,Westchester County,1,8,64062,31945,32117,22788,21995,5570,6005,543,347,2227,2842,78,49,739,879,23439,22752,6027,6554,762,587,2444,3136,108,90,20726,21923,13868,13956,4296,4679,54,47,2159,2750,14,9,335,482,14150,14352,4456,4926,126,141,2330,2992,33,40,11219,10194,8920,8039,1274,1326,489,300,68,92,64,40,404,397,9289,8400,1571,1628,636,446,114,144,75,50
